Model,Engine Size (cm3),Horse Power (HP),Year,Location,Kilometers,Fuel Type,Price (EUR),URL
BMW Seria 3 318d Touring Aut. Luxury Line,1995,143,2014,Timis,222000,Diesel,12499,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-touring-aut-luxury-line-ID7HB9Iw.html
BMW Seria 3,1995,163,2014,Arges,235000,Diesel,12499,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HzE16.html
BMW Seria 3 320d,1995,184,2012,Bucuresti,187000,Diesel,12500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-ID7HBCKs.html
BMW Seria 3,1995,163,2015,Bucuresti,217000,Diesel,12500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HywAS.html
BMW Seria 3,1995,184,2013,Arges,275000,Diesel,12500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HAlS1.html
BMW Seria 3 330d Coupe,2993,231,2006,Bucuresti,99000,Diesel,12654,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330d-coupe-ID7HyDfl.html
BMW Seria 3 320d xDrive Sport Line,1995,190,2016,Arges,235000,Diesel,12700,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-sport-line-ID7HwCMt.html
BMW Seria 3,1995,184,2015,Arges,207000,Diesel,12788,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7Hvm1O.html
BMW Seria 3,1995,116,2018,Bacau,159750,Diesel,12790,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBLOu.html
BMW Seria 3 320d Touring xDrive Aut.,1995,184,2014,Cluj,226550,Diesel,12790,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-touring-xdrive-aut-ID7HBmHW.html
BMW Seria 3 328i xDrive Aut. Luxury Line,1997,245,2014,Bucuresti,154216,Benzina,12800,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-328i-xdrive-aut-luxury-line-ID7HpajJ.html
BMW Seria 3,1995,116,2016,Ilfov,215000,Diesel,12800,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBlda.html
BMW Seria 3,1995,150,2016,Ilfov,182422,Diesel,12800,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HtTz4.html
BMW Seria 3 320d Aut. Luxury Line,1995,184,2014,Bucuresti,216550,Diesel,12849,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-aut-luxury-line-ID7HBCYW.html
BMW Seria 3,1995,163,2018,Bucuresti,213000,Diesel,12890,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBwmf.html
BMW Seria 3 328i xDrive AT,1997,245,2014,Constanta,198300,Benzina,12899,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-328i-xdrive-at-ID7HxVrA.html
BMW Seria 3,1598,136,2014,Arges,154000,Benzina,12900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBl8S.html
BMW Seria 3,1995,184,2014,Constanta,150000,Diesel,12950,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBtrz.html
BMW Seria 3 320d xDrive Aut. Sport Line,1995,184,2013,Timis,162900,Diesel,12971,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-aut-sport-line-ID7HxcaY.html
BMW Seria 3 318d GT Aut. Advantage,1995,150,2015,Bacau,234048,Diesel,12990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-gt-aut-advantage-ID7HvVUF.html
BMW Seria 3,1995,116,2015,Bucuresti,187000,Diesel,12990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBtDT.html
BMW Seria 3,1997,185,2013,Bacau,251924,Benzina,12990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HyJhN.html
BMW Seria 3,1995,190,2016,Bucuresti,213031,Diesel,12990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HvhTM.html
BMW Seria 3 320d GT xDrive AT,1995,190,2016,Bacau,181000,Diesel,12990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-gt-xdrive-at-ID7HBLBB.html
BMW Seria 3 318d,1995,143,2016,Cluj,138300,Diesel,12990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-ID7HB0G4.html
BMW Seria 3,1995,190,2016,Bacau,219942,Diesel,12990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HB3HN.html
BMW Seria 3,1995,185,2013,Bucuresti,218519,Diesel,12990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBN2s.html
BMW Seria 3 320d GT Sport-Aut. Luxury Line,1995,184,2013,Bucuresti,214000,Diesel,12999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-gt-sport-aut-luxury-line-ID7Hx6MQ.html
BMW Seria 3 320d GT Aut. Luxury Line,1995,190,2016,Ilfov,331443,Diesel,12999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-gt-aut-luxury-line-ID7Hxn4K.html
BMW Seria 3,1997,245,2013,Prahova,203000,Benzina,13000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7Hy58h.html
BMW Seria 3 320d Touring Sport Line,1995,190,2017,Bucuresti,195300,Diesel,13000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-touring-sport-line-ID7HBEsF.html
BMW Seria 3 320d Touring xDrive Aut. Advantage,1995,190,2019,Valcea,205000,Diesel,13000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-touring-xdrive-aut-advantage-ID7HBack.html
BMW Seria 3 316d,1995,116,2012,Harghita,145500,Diesel,13260,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-316d-ID7HBiDm.html
BMW Seria 3,1995,163,2014,Mures,187000,Diesel,13300,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBL0a.html
BMW Seria 3 318d Touring Aut. Advantage,1995,150,2015,Prahova,174600,Diesel,13395,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-touring-aut-advantage-ID7HAwos.html
BMW Seria 3,1995,184,2012,Sibiu,206000,Diesel,13400,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBMSj.html
BMW Seria 3 320d xDrive AT Luxury Line,1995,190,2015,Iasi,300000,Diesel,13400,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-luxury-line-ID7HBty7.html
BMW Seria 3,1995,150,2016,Bacau,155981,Diesel,13490,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBBpB.html
BMW Seria 3 320d Sport-Aut.,1995,184,2014,Bucuresti,178000,Diesel,13499,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-sport-aut-ID7HB15a.html
BMW Seria 3 320d Aut. Sport Line,1995,190,2016,Dolj,246000,Diesel,13500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-aut-sport-line-ID7Hxyrn.html
BMW Seria 3 320d Sport Line,1995,190,2018,Caras-Severin,213716,Diesel,13500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-sport-line-ID7HBMHI.html
BMW Seria 3 320d Aut.,1995,184,2012,Dolj,100000,Diesel,13500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-aut-ID7HBKRh.html
BMW Seria 3,1995,163,2014,Arges,240000,Diesel,13500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HwVcg.html
BMW Seria 3 320d Efficient Dynamic Edition Aut. Sport Line,1995,163,2016,Constanta,328000,Diesel,13500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-efficient-dynamic-edition-aut-sport-line-ID7Hy2eV.html
BMW Seria 3 320d Touring Aut. Advantage,1995,190,2018,Ilfov,151500,Diesel,13500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-touring-aut-advantage-ID7HAz2i.html
BMW Seria 3,1995,190,2017,Prahova,196000,Diesel,13600,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HzLiy.html
BMW Seria 3,1995,184,2014,Ilfov,171000,Diesel,13600,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBuFf.html
BMW Seria 3 318d Touring Aut. Luxury Line,1995,150,2017,Timis,228000,Diesel,13700,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-touring-aut-luxury-line-ID7HogvP.html
BMW Seria 3 318d Aut.,1995,150,2016,Iasi,167000,Diesel,13750,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-aut-ID7HzkBQ.html
BMW Seria 3 320d GT Aut.,1995,190,2017,Sibiu,260000,Diesel,13800,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-gt-aut-ID7HyJ8U.html
BMW Seria 3 320d Aut. Sport Line,1995,184,2013,Bacau,236000,Diesel,13890,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-aut-sport-line-ID7HBERX.html
BMW Seria 3 320i xDrive,1997,184,2015,Bihor,161234,Benzina,13900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-xdrive-ID7HxV4s.html
BMW Seria 3,1995,184,2013,Galati,110000,Diesel,13900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBj73.html
BMW Seria 3,1995,190,2018,Bihor,230000,Diesel,13950,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBCi2.html
BMW Seria 3 318d GT Aut. Advantage,1995,150,2015,Cluj,193593,Diesel,13950,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-gt-aut-advantage-ID7HBBH7.html
BMW Seria 3 320d Aut.,1995,184,2015,Bihor,310000,Diesel,13950,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-aut-ID7HBChL.html
BMW Seria 3 320d GT Aut. Luxury Line,1995,184,2015,Buzau,237000,Diesel,13990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-gt-aut-luxury-line-ID7HAlKU.html
BMW Seria 3,1995,163,2016,Arad,241000,Diesel,13990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBMP7.html
BMW Seria 3 320d xDrive GT Aut.,1995,190,2016,Bucuresti,215628,Diesel,13990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-gt-aut-ID7HyDPH.html
BMW Seria 3,1995,190,2017,Bacau,165226,Diesel,13990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HgaQQ.html
BMW Seria 3,1995,184,2013,Iasi,265000,Diesel,13999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBfUQ.html
BMW Seria 3 316d Aut.,1995,116,2014,Ilfov,242164,Diesel,13999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-316d-aut-ID7HAraN.html
BMW Seria 3 320d Cabriolet,1995,184,2012,Ilfov,197000,Diesel,14300,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-cabriolet-ID7HAvlg.html
BMW Seria 3 320d Touring xDrive Aut. Sport Line,1995,190,2017,Arad,196000,Diesel,14490,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-touring-xdrive-aut-sport-line-ID7HB0mo.html
BMW Seria 3 320d xDrive GT Aut. Luxury Line,1995,184,2014,Ilfov,227831,Diesel,14499,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-gt-aut-luxury-line-ID7HxZYq.html
BMW Seria 3 320d Touring xDrive Aut. Sport Line,1995,190,2017,Cluj,225000,Diesel,14499,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-touring-xdrive-aut-sport-line-ID7HzjXf.html
BMW Seria 3,1499,136,2018,Bucuresti,76500,Benzina,14500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HwCUP.html
BMW Seria 3,1995,150,2015,Valcea,208000,Diesel,14500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBBHP.html
BMW Seria 3 320d Efficient Dynamic Edition Aut. Blue Performan Luxury Line,1995,163,2016,Arges,226000,Diesel,14500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-efficient-dynamic-edition-aut-blue-performan-luxury-line-ID7HBmrD.html
BMW Seria 3 330e iPerformance AT Advantage,1998,184,2016,Constanta,114730,Hibrid,14518,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-iperformance-at-advantage-ID7GXpJN.html
BMW Seria 3 320d GT Aut. Sport Line,1995,190,2015,Iasi,229421,Diesel,14600,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-gt-aut-sport-line-ID7HBF65.html
BMW Seria 3 320d Aut. Sport Line,1995,190,2016,Arges,246000,Diesel,14650,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-aut-sport-line-ID7HygZA.html
BMW Seria 3 325d GT Aut. Luxury Line,1995,218,2015,Cluj,232000,Diesel,14699,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-325d-gt-aut-luxury-line-ID7HBtt6.html
BMW Seria 3,1995,190,2016,Vrancea,196000,Diesel,14700,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HB2K2.html
BMW Seria 3 320d Aut. Blue Performance Luxury Line,1995,184,2012,Bacau,220000,Diesel,14890,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-aut-blue-performance-luxury-line-ID7HA1kh.html
BMW Seria 3 318d GT Aut.,1995,150,2017,Timis,217000,Diesel,14900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-gt-aut-ID7HBzjD.html
BMW Seria 3 325d GT Aut. Luxury Line,1995,218,2015,Bucuresti,137000,Diesel,14990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-325d-gt-aut-luxury-line-ID7HxVSS.html
BMW Seria 3,1995,190,2016,Bucuresti,240000,Diesel,14990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBtET.html
BMW Seria 3,1998,184,2017,Bucuresti,207309,Benzina,14990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7Hve9i.html
BMW Seria 3,1998,252,2016,Bucuresti,161282,Hibrid Plug-In,14990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7Hygsb.html
BMW Seria 3 325d GT Sport-Aut. M Sport,1995,218,2014,Salaj,199998,Diesel,14999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-325d-gt-sport-aut-m-sport-ID7HBLiz.html
BMW Seria 3,1995,163,2012,Bacau,275000,Diesel,14999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBjh3.html
BMW Seria 3 318i Aut. Sport Line,1499,136,2017,Bucuresti,125000,Benzina,15000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318i-aut-sport-line-ID7HwxqH.html
BMW Seria 3,1995,190,2017,Cluj,190000,Diesel,15100,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBjAk.html
BMW Seria 3 320i xDrive Sport-Aut. Sport Line,1997,184,2015,Cluj,118000,Benzina,15400,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-xdrive-sport-aut-sport-line-ID7HxBdy.html
BMW Seria 3 320i Aut. Sport Line,1998,184,2016,Bucuresti,241394,Benzina,15490,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-aut-sport-line-ID7HABom.html
BMW Seria 3 320d xDrive Sport-Aut. Sport Line,1995,184,2014,Bucuresti,189000,Diesel,15499,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-sport-aut-sport-line-ID7HryoK.html
BMW Seria 3 328i xDrive AT,1997,245,2016,Dolj,180000,Benzina,15500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-328i-xdrive-at-ID7HuvhC.html
BMW Seria 3,1995,190,2016,Bucuresti,180000,Diesel,15500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7Hto6s.html
BMW Seria 3 320d xDrive GT Sport-Aut. Sport Line,1995,184,2014,Mures,209000,Diesel,15500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-gt-sport-aut-sport-line-ID7HBD69.html
BMW Seria 3 318d GT Aut. M Sport,1995,150,2018,Cluj,206893,Diesel,15850,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-gt-aut-m-sport-ID7HwUKs.html
BMW Seria 3 318d GT Aut.,1995,150,2018,Bucuresti,165000,Diesel,15950,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-gt-aut-ID7HBG5P.html
BMW Seria 3 330e iPerformance M Sport,1998,184,2016,Bucuresti,235500,Hibrid Plug-In,15950,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-iperformance-m-sport-ID7HzUm9.html
BMW Seria 3 320d GT Sport-Aut. Sport Line,1995,184,2015,Neamt,189000,Diesel,15950,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-gt-sport-aut-sport-line-ID7HB088.html
BMW Seria 3 318i Aut. M Sport,1499,136,2017,Ilfov,186968,Benzina,15990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318i-aut-m-sport-ID7HAaWB.html
BMW Seria 3 318d Touring Aut. Sport Line,1995,150,2021,Bihor,169000,Diesel,15990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-touring-aut-sport-line-ID7Hyv1L.html
BMW Seria 3 320d Aut. xDrive Edition Luxury Line Purity,1995,190,2016,Olt,201264,Diesel,15990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-aut-xdrive-edition-luxury-line-purity-ID7HzGj6.html
BMW Seria 3,1995,150,2017,Dambovita,129700,Diesel,15999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7Hv7WC.html
BMW Seria 3 318d Touring Aut.,1995,150,2020,Bihor,179900,Diesel,16000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-touring-aut-ID7HBwJO.html
BMW Seria 3,2979,306,2011,Constanta,85000,Benzina,16000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7Hxy4A.html
BMW Seria 3 320d Efficient Dynamic Edition Aut.,1995,163,2017,Bucuresti,180000,Diesel,16000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-efficient-dynamic-edition-aut-ID7HxqiN.html
BMW Seria 3,1995,184,2012,Timis,135000,Diesel,16000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HuZxr.html
BMW Seria 3 325d Aut. M Sport,1995,218,2015,Bucuresti,239000,Diesel,16200,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-325d-aut-m-sport-ID7HB4dN.html
BMW Seria 3 318d Luxury Line,1995,150,2018,Bucuresti,161000,Diesel,16280,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-luxury-line-ID7HzHRZ.html
BMW Seria 3 318d GT Aut.,1995,150,2018,Vaslui,232000,Diesel,16300,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-gt-aut-ID7HBL7k.html
BMW Seria 3 320d Aut. M Sport,1995,190,2015,Gorj,182000,Diesel,16300,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-aut-m-sport-ID7HBMhD.html
BMW Seria 3 318d xDrive Advantage,1995,150,2018,Hunedoara,139515,Diesel,16499,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-xdrive-advantage-ID7GVkiA.html
BMW Seria 3,1995,116,2018,Ilfov,135000,Diesel,16500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HshW3.html
BMW Seria 3 320d Efficient Dynamic Edition Aut. Sport Line,1995,163,2018,Cluj,220430,Diesel,16600,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-efficient-dynamic-edition-aut-sport-line-ID7HAhRU.html
BMW Seria 3,1499,136,2019,Timis,108000,Benzina,16600,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HqEYl.html
BMW Seria 3,1995,163,2017,Sibiu,165800,Diesel,16650,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7Hx1Xa.html
BMW Seria 3 318i Aut. M Sport,1499,136,2018,Bucuresti,197761,Benzina,16980,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318i-aut-m-sport-ID7Hxgib.html
BMW Seria 3,1995,190,2016,Brasov,121500,Diesel,16990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HsAWW.html
BMW Seria 3 325d M Sport Shadow,1995,224,2017,Bucuresti,170500,Diesel,16990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-325d-m-sport-shadow-ID7HBjex.html
BMW Seria 3 318i Aut.,1499,136,2019,Ilfov,119212,Benzina,16999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318i-aut-ID7HATZC.html
BMW Seria 3,1995,150,2018,Constanta,190000,Diesel,17000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBtzJ.html
BMW Seria 3 330 i Coupe,2979,231,2003,Mures,60000,Benzina,17000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330-i-coupe-ID7HzUQz.html
BMW Seria 3 318i Touring Aut. M Sport,1499,136,2019,Ilfov,175000,Benzina,17100,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318i-touring-aut-m-sport-ID7HxZ0U.html
BMW Seria 3 320d GT xDrive AT,1995,190,2017,Bacau,201490,Diesel,17100,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-gt-xdrive-at-ID7HyKfm.html
BMW Seria 3 318d Touring Aut.,1995,150,2019,Brasov,74700,Diesel,17290,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-touring-aut-ID7HyM1L.html
BMW Seria 3 318d Touring Aut. Advantage,1995,150,2020,Bucuresti,213000,Diesel,17350,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-touring-aut-advantage-ID7HBEO3.html
BMW Seria 3 318i Touring Aut. Sport Line,1998,156,2021,Prahova,226850,Benzina,17400,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318i-touring-aut-sport-line-ID7HzDUU.html
BMW Seria 3,1998,252,2017,Bacau,199022,Hibrid Plug-In,17490,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HwGAX.html
BMW Seria 3 320d xDrive GT Aut. Sport Line,1995,190,2018,Bihor,207500,Diesel,17490,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-gt-aut-sport-line-ID7HBLhC.html
BMW Seria 3 318i Touring Aut. M Sport,1998,156,2019,Bucuresti,161815,Benzina,17493,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318i-touring-aut-m-sport-ID7HosSg.html
BMW Seria 3 318d Touring Aut.,1995,150,2020,Bucuresti,152000,Diesel,17499,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-touring-aut-ID7HBlQp.html
BMW Seria 3 328i Aut. Luxury Line,1997,245,2016,Dolj,91137,Benzina,17500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-328i-aut-luxury-line-ID7HBbhE.html
BMW Seria 3,1998,252,2018,Ilfov,84803,Benzina,17500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HtlPP.html
BMW Seria 3 320d Touring Aut. Sport Line,1995,190,2020,Cluj,229000,Diesel,17690,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-touring-aut-sport-line-ID7HusNr.html
BMW Seria 3,1998,184,2017,Bucuresti,190000,Benzina,17900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HAb5a.html
BMW Seria 3 318d Advantage,1995,150,2019,Brasov,219000,Diesel,17950,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-advantage-ID7HAuXV.html
BMW Seria 3 318d Touring Aut. Advantage,1995,150,2021,Galati,123000,Diesel,17990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-touring-aut-advantage-ID7HhQka.html
BMW Seria 3,1995,190,2017,Bucuresti,145000,Diesel,18000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HAtBO.html
BMW Seria 3 318d Touring Aut.,1995,150,2020,Sibiu,172000,Diesel,18000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-touring-aut-ID7HBJyM.html
BMW Seria 3 330e iPerformance AT M Sport,1998,184,2016,Satu Mare,199000,Hibrid,18200,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-iperformance-at-m-sport-ID7HBg85.html
BMW Seria 3 320d Aut. xDrive,1995,190,2016,Bucuresti,145000,Diesel,18200,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-aut-xdrive-ID7HBCMA.html
BMW Seria 3 320d Aut. xDrive,1995,190,2019,Dolj,260000,Diesel,18300,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-aut-xdrive-ID7HBN5b.html
BMW Seria 3 320i AT,1998,184,2021,Bucuresti,200700,Benzina,18490,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-at-ID7Hy3bj.html
BMW Seria 3,2315,143,1979,Mures,197332,Benzina,18500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HzUPh.html
BMW Seria 3 320d Aut. Luxury Line,1995,190,2015,Bucuresti,129000,Diesel,18500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-aut-luxury-line-ID7HB4it.html
BMW Seria 3 320 Ci Cabrio,2171,170,2001,Timis,76000,Benzina,18500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320-ci-cabrio-ID7Hrxvh.html
BMW Seria 3 330e Touring Aut. Sport Line,1998,184,2018,Prahova,159000,Hibrid Plug-In,18650,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-touring-aut-sport-line-ID7HB6yt.html
BMW Seria 3 318d Aut. Advantage,1995,150,2020,Bihor,200000,Diesel,18799,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-aut-advantage-ID7HBjtr.html
BMW Seria 3 318d AT MHEV,1995,150,2020,Brasov,165700,Diesel,18802,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-at-mhev-ID7HB73W.html
BMW Seria 3 318d Touring Aut.,1995,150,2020,Brasov,204755,Diesel,18802,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-touring-aut-ID7HB7hN.html
BMW Seria 3,1995,150,2020,Brasov,238000,Diesel,18897,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HAZOT.html
BMW Seria 3 320d Touring Aut. Advantage,1995,190,2019,Teleorman,178331,Diesel,18899,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-touring-aut-advantage-ID7HBLsd.html
BMW Seria 3 318i Aut. Edition Luxury Line Purity,1499,136,2018,Satu Mare,142000,Benzina,18921,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318i-aut-edition-luxury-line-purity-ID7HxZSq.html
BMW Seria 3,1995,150,2020,Bucuresti,177772,Diesel,18990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7Hxybp.html
